,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,wnv_present,num_mosquitos,year,month,day,station,stat_1_tmax,stat_1_tmin,stat_1_tavg,stat_1_precip_total,day_length_mprec,day_length_nearh,sunrise_hours,sunset_hours,mixed_tmax,mixed_tmin,mixed_precip_total,stat_2_tmax,stat_2_tmin,stat_2_tavg,stat_2_precip_total
5385,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,5,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5386,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5387,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5388,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5389,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,37,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5390,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5391,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5392,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5393,"3700 118th Street, Chicago, IL 60617, USA",CULEX TERRITANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5394,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,5,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5395,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5396,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,11,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5397,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,4,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5398,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,8,0,17,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5399,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,8,0,9,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5400,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5401,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5402,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,23,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5403,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,6,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5404,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,18,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5405,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5406,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX TERRITANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5407,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5408,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,0,32,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5409,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,0,8,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5410,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5411,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5412,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,62,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5413,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,10,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5414,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925198,-87.746381,8,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5415,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925198,-87.746381,8,0,5,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5416,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,4,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5417,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,47,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5418,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,18,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5419,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5420,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,7,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5421,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5422,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,0,262,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5423,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,0,8,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5424,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX RESTUANS,51, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5425,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5426,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,177,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5427,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,36,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5428,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,0,25,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5429,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,0,7,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5430,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5431,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX PIPIENS,58, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5432,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5433,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX RESTUANS,58, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5434,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5435,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5436,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,7,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5437,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,0,9,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5438,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5439,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,0,15,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5440,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,0,6,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5441,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5442,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,23,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5443,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,6,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5444,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,5,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5445,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,3,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5446,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,0,7,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5447,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5448,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5449,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5450,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,0,13,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5451,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,0,41,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5452,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,1,16,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5453,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,0,1,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5454,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,0,10,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5455,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,0,16,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5456,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,0,7,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5457,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5458,"Chicago, IL, USA",CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,0,2,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5459,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.600963,5,0,5,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5460,"East 91st Place, Chicago, IL, USA",CULEX RESTUANS,65, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.600963,5,0,5,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5461,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,0,97,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5462,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,0,255,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5463,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1,37,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5464,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,0,191,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5465,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1,21,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5466,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,0,12,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5467,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,0,128,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
5468,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,0,12,2011,7,25,1,88,73,81.0,0.0,880.0,15.0,4.633333333333333,19.3,89.0,73.0,0.005,90,73,82.0,0.01
